40269,0.0,0,132,902,2
40269,0.1,0,9,901,2
40269,0.2,0,12,96,2
40269,0.3,0,9,901,2
40269,0.4,0,3,93,2
40269,0.5,0,9,901,2
40269,0.6,0,8,93,1
40270,0.0,7,3,902,2
40270,0.1,7,3,91,2
40270,0.2,7,9,97,2
40270,0.3,7,3,91,1
40270,0.4,7,9,94,1
40271,0.0,12,8,97,2
40271,0.1,12,12,98,2
40271,0.2,12,12,93,2
40271,0.3,12,2,902,2
40271,0.4,12,12,91,2
40272,0.0,17,3,98,2
40272,0.1,17,2,94,1
40273,0.0,12,2,93,2
40273,0.1,12,2,902,1
40274,0.0,9,3,902,2
40274,0.1,9,3,901,2
40274,0.2,9,9,901,2
40274,0.3,9,132,97,1
40275,0.0,8,12,97,1
40276,0.0,7,3,96,1
40277,0.0,6,132,97,1
40278,0.0,3,2,901,2
40278,0.1,3,3,902,2
40278,0.2,3,2,901,2
40278,0.3,3,3,902,1
40278,0.4,3,12,98,1
40279,0.0,7,3,901,2
40279,0.1,7,3,93,2
40280,0.0,8,8,94,2
40280,0.1,8,3,902,2
40280,0.2,8,3,94,2
40280,0.3,8,8,98,2
40280,0.4,8,3,901,1
40281,0.0,12,3,902,2
40281,0.1,12,2,93,2
40281,0.2,12,9,91,1
40282,0.0,10,2,901,2
40282,0.1,10,9,91,2
40282,0.2,10,131,96,2
40282,0.3,10,3,901,1
40282,0.4,10,3,91,1
40283,0.0,13,9,97,2
40283,0.1,13,3,91,2
40283,0.2,13,12,96,1
40283,0.3,13,3,91,1
40284,0.0,12,9,901,2
40284,0.1,12,3,91,2
40284,0.2,12,12,97,2
40284,0.3,12,12,98,1
40285,0.0,13,3,93,2
40285,0.1,13,9,901,2
40285,0.2,13,9,901,1
40286,0.0,11,3,97,2
40286,0.1,11,132,97,2
40286,0.2,11,132,93,1
40286,0.3,11,3,902,1
40287,0.0,11,8,901,2
40287,0.1,11,9,901,2
40287,0.2,11,2,97,2
40287,0.3,11,9,901,2
40287,0.4,11,3,91,2
40287,0.5,11,2,901,1
40288,0.0,13,12,901,1
40288,0.1,13,3,97,1
40288,0.2,13,3,902,1
40289,0.0,13,2,902,2
40289,0.1,13,132,97,2
40289,0.2,13,12,97,1
40290,0.0,12,132,96,2
40290,0.1,12,132,98,2
40290,0.2,12,2,901,1
40291,0.0,9,9,93,2
40291,0.1,9,12,91,2
40291,0.2,9,3,901,2
40291,0.3,9,8,97,1
40293,0.0,7,8,98,2
40293,0.1,7,132,93,2
40293,0.2,7,132,93,2
40293,0.3,7,9,96,2
40293,0.4,7,12,91,2
40293,0.5,7,9,94,2
40293,0.6,7,3,97,1
40294,0.0,11,3,93,2
40294,0.1,11,2,901,1
40295,0.0,9,2,902,2
40295,0.1,9,131,902,2
40295,0.2,9,3,96,2
40295,0.3,9,12,91,1
40295,0.4,9,8,901,1
40295,0.5,9,12,93,1
40296,0.0,15,8,91,2
40296,0.1,15,12,97,2
40296,0.2,15,12,901,2
40296,0.3,15,9,91,2
40296,0.4,15,9,94,1
40296,0.5,15,2,901,1
40297,0.0,14,2,902,1
40297,0.1,14,3,901,1
40298,0.0,14,12,97,2
40299,0.0,9,2,901,2
40299,0.1,9,2,97,2
40299,0.2,9,3,93,2
40299,0.3,9,3,902,2
40299,0.4,9,3,901,2
40299,0.5,9,3,902,2
40299,0.6,9,3,91,1
40299,0.7,9,3,902,1
40299,0.8,9,8,98,1
40300,0.0,12,9,901,2
40300,0.1,12,3,902,2
40300,0.2,12,12,901,2
40300,0.3,12,12,93,2
40300,0.4,12,3,94,1
40300,0.5,12,3,902,1
40300,0.6,12,2,93,1
40300,0.7,12,2,97,1
40301,0.0,18,2,98,2
40301,0.1,18,8,98,2
40301,0.2,18,2,901,2
40301,0.3,18,3,901,2
40301,0.4,18,3,901,2
40301,0.5,18,12,98,2
40301,0.6,18,2,94,2
40301,0.7,18,132,98,2
40301,0.8,18,2,93,2
40301,0.9,18,3,901,1
40301,1.0,18,2,97,1
40301,1.1,18,12,91,1
40302,0.0,29,2,902,2
40302,0.1,29,3,97,2
40302,0.2,29,3,901,2
40302,0.3,29,9,901,2
40302,0.4,29,9,901,2
40302,0.5,29,8,91,2
40302,0.6,29,2,902,2
40302,0.7,29,132,93,1
40302,0.8,29,2,902,1
40302,0.9,29,3,94,1
40303,0.0,30,2,902,2
40303,0.1,30,12,96,2
40303,0.2,30,12,96,2
40303,0.3,30,9,96,2
40303,0.4,30,3,91,2
40303,0.5,30,12,97,2
40303,0.6,30,3,93,2
40303,0.7,30,132,97,2
40303,0.8,30,3,901,2
40303,0.9,30,8,901,2
40303,1.0,30,2,98,2
40303,1.1,30,3,901,1
40304,0.0,34,9,97,2
40304,0.1,34,3,98,2
40304,0.2,34,3,902,2
40304,0.3,34,9,98,2
40304,0.4,34,12,94,2
40304,0.5,34,8,97,2
40304,0.6,34,8,98,2
40304,0.7,34,2,901,2
40305,0.0,30,9,97,2
40305,0.1,30,9,94,2
40305,0.2,30,2,901,2
40305,0.3,30,9,96,2
40305,0.4,30,132,901,2
40305,0.5,30,132,97,2
40305,0.6,30,132,97,2
40305,0.7,30,12,97,2
40305,0.8,30,132,97,2
40305,0.9,30,3,901,2
40305,1.0,30,3,901,2
40305,1.1,30,8,93,2
40305,1.2,30,132,97,2
40305,1.3,30,132,91,1
40305,1.4,30,9,901,1
40305,1.5,30,3,901,1
40305,1.6,30,3,91,1
40306,0.0,37,132,96,2
40306,0.1,37,2,902,2
40306,0.2,37,3,91,2
40306,0.3,37,9,93,2
40306,0.4,37,2,901,2
40306,0.5,37,2,902,2
40306,0.6,37,2,91,2
40306,0.7,37,9,96,2
40306,0.8,37,8,98,2
40307,0.0,34,3,902,2
40307,0.1,34,8,94,2
40307,0.2,34,8,93,2
40307,0.3,34,2,91,2
40307,0.4,34,12,96,1
40307,0.5,34,2,902,1
40307,0.6,34,12,94,1
40308,0.0,33,3,96,2
40308,0.1,33,9,96,2
40308,0.2,33,9,91,2
40308,0.3,33,8,97,2
40308,0.4,33,12,94,2
40308,0.5,33,9,94,2
40308,0.6,33,8,91,2
40308,0.7,33,9,96,2
40308,0.8,33,2,902,2
40308,0.9,33,131,901,2
40308,1.0,33,132,901,2
40308,1.1,33,3,901,1
40308,1.2,33,3,902,1
40308,1.3,33,3,901,1
40308,1.4,33,132,96,1
40309,0.0,31,3,97,2
40309,0.1,31,8,97,2
40309,0.2,31,12,91,2
40309,0.3,31,3,901,2
40309,0.4,31,12,91,2
40309,0.5,31,12,91,2
40309,0.6,31,132,97,2
40309,0.7,31,3,902,2
40309,0.8,31,3,902,2
40309,0.9,31,9,93,2
40309,1.0,31,12,98,2
40310,0.0,33,9,94,1
40310,0.1,33,12,93,1
40310,0.2,33,9,901,1
40310,0.3,33,9,901,1
40310,0.4,33,2,902,1
40311,0.0,31,9,91,2
40311,0.1,31,132,97,2
40311,0.2,31,3,94,2
40311,0.3,31,8,901,2
40311,0.4,31,132,98,2
40311,0.5,31,9,901,2
40311,0.6,31,132,901,2
40311,0.7,31,3,96,1
40311,0.8,31,9,98,1
40311,0.9,31,12,96,1
40312,0.0,26,12,98,2
40312,0.1,26,3,901,2
40312,0.2,26,9,93,2
40312,0.3,26,8,901,2
